"chembl_id","who_name","level1","level2","level3","level4","level5","level1_description","level2_description","level3_description","level4_description"
"CHEMBL1096","amlexanox","A","A01","A01A","A01AD","A01AD07","ALIMENTARY TRACT AND METABOLISM","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","Other agents for local oral treatment"
"CHEMBL1096562","methyl aminolevulinate","L","L01","L01X","L01XD","L01XD03","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Sensitizers used in photodynamic/radiation therapy"
"CHEMBL1096643","phenglutarimide","N","N04","N04A","N04AA","N04AA09","NERVOUS SYSTEM","ANTI-PARKINSON DRUGS","ANTICHOLINERGIC AGENTS","Tertiary amines"
"CHEMBL1096882","fludarabine","L","L01","L01B","L01BB","L01BB05","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","ANTIMETABOLITES","Purine analogues"
"CHEMBL1096885","valrubicin","L","L01","L01D","L01DB","L01DB09","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES","Anthracyclines and related substances"
"CHEMBL1098","bupivacaine","N","N01","N01B","N01BB","N01BB01","NERVOUS SYSTEM","ANESTHETICS","ANESTHETICS, LOCAL","Amides"
"CHEMBL1098","bupivacaine, combinations","N","N01","N01B","N01BB","N01BB51","NERVOUS SYSTEM","ANESTHETICS","ANESTHETICS, LOCAL","Amides"
"CHEMBL11","imipramine","N","N06","N06A","N06AA","N06AA02","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"CHEMBL110","benznidazole","P","P01","P01C","P01CA","P01CA02","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTIPROTOZOALS","AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS","Nitroimidazole derivatives"
"CHEMBL1100","paramethadione","N","N03","N03A","N03AC","N03AC01","NERVOUS SYSTEM","ANTIEPILEPTICS","ANTIEPILEPTICS","Oxazolidine derivatives"
"CHEMBL110094","melitracen","N","N06","N06A","N06AA","N06AA14","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"CHEMBL1101","biperiden","N","N04","N04A","N04AA","N04AA02","NERVOUS SYSTEM","ANTI-PARKINSON DRUGS","ANTICHOLINERGIC AGENTS","Tertiary amines"
"CHEMBL1102","glutethimide","N","N05","N05C","N05CE","N05CE01","NERVOUS SYSTEM","PSYCHOLEPTICS","HYPNOTICS AND SEDATIVES","Piperidinedione derivatives"
"CHEMBL1103","furazolidone","G","G01","G01A","G01AX","G01AX06","GENITO URINARY SYSTEM AND SEX HORMONES","GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS","ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS","Other antiinfectives and antiseptics"
"CHEMBL1104","edrophonium","V","V04","V04C","V04CX","V04CX07","VARIOUS","DIAGNOSTIC AGENTS","OTHER DIAGNOSTIC AGENTS","Other diagnostic agents"
"CHEMBL110458","migalastat","A","A16","A16A","A16AX","A16AX14","ALIMENTARY TRACT AND METABOLISM","OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS","OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS","Various alimentary tract and metabolism products"
"CHEMBL1106","epinastine","S","S01","S01G","S01GX","S01GX10","SENSORY ORGANS","OPHTHALMOLOGICALS","DECONGESTANTS AND ANTIALLERGICS","Other antiallergics"
"CHEMBL1106","epinastine","R","R06","R06A","R06AX","R06AX24","RESPIRATORY SYSTEM","ANTIHISTAMINES FOR SYSTEMIC USE","ANTIHISTAMINES FOR SYSTEMIC USE","Other antihistamines for systemic use"
"CHEMBL110691","chlormadinone","G","G03","G03D","G03DB","G03DB06","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","PROGESTOGENS","Pregnadien derivatives"
"CHEMBL1107","halofantrine","P","P01","P01B","P01BX","P01BX01","ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS","ANTIPROTOZOALS","ANTIMALARIALS","Other antimalarials"
"CHEMBL1108","droperidol","N","N05","N05A","N05AD","N05AD08","NERVOUS SYSTEM","PSYCHOLEPTICS","ANTIPSYCHOTICS","Butyrophenone derivatives"
"CHEMBL1109","sulfaphenazole","J","J01","J01E","J01ED","J01ED08","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","SULFONAMIDES AND TRIMETHOPRIM","Long-acting sulfonamides"
"CHEMBL1109","sulfafenazol","S","S01","S01A","S01AB","S01AB05","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIINFECTIVES","Sulfonamides"
"CHEMBL111","rimonabant","A","A08","A08A","A08AX","A08AX01","ALIMENTARY TRACT AND METABOLISM","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","Other antiobesity drugs"
"CHEMBL1110","alosetron","A","A03","A03A","A03AE","A03AE01","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Serotonin receptor antagonists"
"CHEMBL1111","ambrisentan","C","C02","C02K","C02KX","C02KX02","CARDIOVASCULAR SYSTEM","ANTIHYPERTENSIVES","OTHER ANTIHYPERTENSIVES","Antihypertensives for pulmonary arterial hypertension"
"CHEMBL1112","aripiprazole","N","N05","N05A","N05AX","N05AX12","NERVOUS SYSTEM","PSYCHOLEPTICS","ANTIPSYCHOTICS","Other antipsychotics"
"CHEMBL1113","amoxapine","N","N06","N06A","N06AA","N06AA17","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Non-selective monoamine reuptake inhibitors"
"CHEMBL1114","theobromine","C","C03","C03B","C03BD","C03BD01","CARDIOVASCULAR SYSTEM","DIURETICS","LOW-CEILING DIURETICS, EXCL. THIAZIDES","Xanthine derivatives"
"CHEMBL1114","theobromine","R","R03","R03D","R03DA","R03DA07","RESPIRATORY SYSTEM","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","Xanthines"
"CHEMBL1114","theobromine, combinations","R","R03","R03D","R03DA","R03DA57","RESPIRATORY SYSTEM","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","Xanthines"
"CHEMBL1115","pyridostigmine","N","N07","N07A","N07AA","N07AA02","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","PARASYMPATHOMIMETICS","Anticholinesterases"
"CHEMBL1117","idarubicin","L","L01","L01D","L01DB","L01DB06","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES","Anthracyclines and related substances"
"CHEMBL1118","desvenlafaxine","N","N06","N06A","N06AX","N06AX23","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Other antidepressants"
"CHEMBL112","paracetamol","N","N02","N02B","N02BE","N02BE01","NERVOUS SYSTEM","ANALGESICS","OTHER ANALGESICS AND ANTIPYRETICS","Anilides"
"CHEMBL112","paracetamol, combinations excl. psycholeptics","N","N02","N02B","N02BE","N02BE51","NERVOUS SYSTEM","ANALGESICS","OTHER ANALGESICS AND ANTIPYRETICS","Anilides"
"CHEMBL112","paracetamol, combinations with psycholeptics","N","N02","N02B","N02BE","N02BE71","NERVOUS SYSTEM","ANALGESICS","OTHER ANALGESICS AND ANTIPYRETICS","Anilides"
"CHEMBL1121","sincalide","V","V04","V04C","V04CC","V04CC03","VARIOUS","DIAGNOSTIC AGENTS","OTHER DIAGNOSTIC AGENTS","Tests for bile duct patency"
"CHEMBL1123","dicycloverine","A","A03","A03A","A03AA","A03AA07","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, esters with tertiary amino group"
"CHEMBL112302","sodium selenite","A","A12","A12C","A12CE","A12CE02","ALIMENTARY TRACT AND METABOLISM","MINERAL SUPPLEMENTS","OTHER MINERAL SUPPLEMENTS","Selenium"
"CHEMBL1129","trifluridine, combinations","L","L01","L01B","L01BC","L01BC59","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","ANTIMETABOLITES","Pyrimidine analogues"
"CHEMBL1129","trifluridine","S","S01","S01A","S01AD","S01AD02","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIINFECTIVES","Antivirals"
"CHEMBL113","caffeine","N","N06","N06B","N06BC","N06BC01","NERVOUS SYSTEM","PSYCHOANALEPTICS","PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS","Xanthine derivatives"
"CHEMBL1131","acitretin","D","D05","D05B","D05BB","D05BB02","DERMATOLOGICALS","ANTIPSORIATICS","ANTIPSORIATICS FOR SYSTEMIC USE","Retinoids for treatment of psoriasis"
"CHEMBL113150","cetrimide","D","D11","D11A","D11AC","D11AC01","DERMATOLOGICALS","OTHER DERMATOLOGICAL PREPARATIONS","OTHER DERMATOLOGICAL PREPARATIONS","Medicated shampoos"
"CHEMBL113150","cetrimide","D","D08","D08A","D08AJ","D08AJ04","DERMATOLOGICALS","ANTISEPTICS AND DISINFECTANTS","ANTISEPTICS AND DISINFECTANTS","Quaternary ammonium compounds"
"CHEMBL11359","cisplatin","L","L01","L01X","L01XA","L01XA01","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Platinum compounds"
"CHEMBL1136","telithromycin","J","J01","J01F","J01FA","J01FA15","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","Macrolides"
"CHEMBL1138","ezetimibe","C","C10","C10A","C10AX","C10AX09","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","Other lipid modifying agents"
"CHEMBL1139","epoprostenol","B","B01","B01A","B01AC","B01AC09","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Platelet aggregation inhibitors excl. heparin"
"CHEMBL114","saquinavir","J","J05","J05A","J05AE","J05AE01","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"CHEMBL1140","nicotinamide","A","A11","A11H","A11HA","A11HA01","ALIMENTARY TRACT AND METABOLISM","VITAMINS","OTHER PLAIN VITAMIN PREPARATIONS","Other plain vitamin preparations"
"CHEMBL1141","potassium iodide","V","V03","V03A","V03AB","V03AB21","VARIOUS","ALL OTHER THERAPEUTIC PRODUCTS","ALL OTHER THERAPEUTIC PRODUCTS","Antidotes"
"CHEMBL1141","potassium iodide","R","R05","R05C","R05CA","R05CA02","RESPIRATORY SYSTEM","COUGH AND COLD PREPARATIONS","EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS","Expectorants"
"CHEMBL1141","potassium iodide","S","S01","S01X","S01XA","S01XA04","SENSORY ORGANS","OPHTHALMOLOGICALS","OTHER OPHTHALMOLOGICALS","Other ophthalmologicals"
"CHEMBL1144","pravastatin","C","C10","C10A","C10AA","C10AA03","CARDIOVASCULAR SYSTEM","LIPID MODIFYING AGENTS","LIPID MODIFYING AGENTS, PLAIN","HMG CoA reductase inhibitors"
"CHEMBL114503","sodium selenate","A","A12","A12C","A12CE","A12CE01","ALIMENTARY TRACT AND METABOLISM","MINERAL SUPPLEMENTS","OTHER MINERAL SUPPLEMENTS","Selenium"
"CHEMBL1146","cefamandole","J","J01","J01D","J01DC","J01DC03","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER BETA-LACTAM ANTIBACTERIALS","Second-generation cephalosporins"
"CHEMBL114655","buphenine","G","G02","G02C","G02CA","G02CA02","GENITO URINARY SYSTEM AND SEX HORMONES","OTHER GYNECOLOGICALS","OTHER GYNECOLOGICALS","Sympathomimetics, labour repressants"
"CHEMBL114655","buphenine","C","C04","C04A","C04AA","C04AA02","CARDIOVASCULAR SYSTEM","PERIPHERAL VASODILATORS","PERIPHERAL VASODILATORS","2-amino-1-phenylethanol derivatives"
"CHEMBL1148","torasemide","C","C03","C03C","C03CA","C03CA04","CARDIOVASCULAR SYSTEM","DIURETICS","HIGH-CEILING DIURETICS","Sulfonamides, plain"
"CHEMBL1149","levocarnitine","A","A16","A16A","A16AA","A16AA01","ALIMENTARY TRACT AND METABOLISM","OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS","OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS","Amino acids and derivatives"
"CHEMBL115","indinavir","J","J05","J05A","J05AE","J05AE02","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"CHEMBL1152","prednisolone","S","S02","S02B","S02BA","S02BA03","SENSORY ORGANS","OTOLOGICALS","CORTICOSTEROIDS","Corticosteroids"
"CHEMBL1152","prednisolone","A","A07","A07E","A07EA","A07EA01","ALIMENTARY TRACT AND METABOLISM","ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS","INTESTINAL ANTIINFLAMMATORY AGENTS","Corticosteroids acting locally"
"CHEMBL1152","prednisolone","S","S01","S01C","S01CB","S01CB02","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION","Corticosteroids/antiinfectives/mydriatics in combination"
"CHEMBL1152","prednisolone","R","R01","R01A","R01AD","R01AD02","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"CHEMBL1152","prednisolone","D","D07","D07A","D07AA","D07AA03","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, weak (group I)"
"CHEMBL1152","prednisolone","D","D07","D07X","D07XA","D07XA02","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","Corticosteroids, weak, other combinations"
"CHEMBL1152","prednisolone","S","S01","S01B","S01BA","S01BA04","SENSORY ORGANS","OPHTHALMOLOGICALS","ANTIINFLAMMATORY AGENTS","Corticosteroids, plain"
"CHEMBL1152","prednisolone","H","H02","H02A","H02AB","H02AB06","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS","CORTICOSTEROIDS FOR SYSTEMIC USE","CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN","Glucocorticoids"
"CHEMBL1152","prednisolone","S","S03","S03B","S03BA","S03BA02","SENSORY ORGANS","OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS","CORTICOSTEROIDS","Corticosteroids"
"CHEMBL1152","prednisolone","C","C05","C05A","C05AA","C05AA04","CARDIOVASCULAR SYSTEM","VASOPROTECTIVES","AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE","Corticosteroids"
"CHEMBL1159650","clobetasol","D","D07","D07A","D07AD","D07AD01","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, very potent (group IV)"
"CHEMBL1159717","tulobuterol","R","R03","R03C","R03CC","R03CC11","RESPIRATORY SYSTEM","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","ADRENERGICS FOR SYSTEMIC USE","Selective beta-2-adrenoreceptor agonists"
"CHEMBL1159717","tulobuterol","R","R03","R03A","R03AC","R03AC11","RESPIRATORY SYSTEM","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","ADRENERGICS, INHALANTS","Selective beta-2-adrenoreceptor agonists"
"CHEMBL116","amprenavir","J","J05","J05A","J05AE","J05AE05","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"CHEMBL1160714","prenalterol","C","C01","C01C","C01CA","C01CA13","CARDIOVASCULAR SYSTEM","CARDIAC THERAPY","CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES","Adrenergic and dopaminergic agents"
"CHEMBL1161","mometasone","R","R03","R03B","R03BA","R03BA07","RESPIRATORY SYSTEM","DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES","OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS","Glucocorticoids"
"CHEMBL1161","mometasone","D","D07","D07A","D07AC","D07AC13","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, PLAIN","Corticosteroids, potent (group III)"
"CHEMBL1161","mometasone","D","D07","D07X","D07XC","D07XC03","DERMATOLOGICALS","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS","CORTICOSTEROIDS, OTHER COMBINATIONS","Corticosteroids, potent, other combinations"
"CHEMBL1161","mometasone","R","R01","R01A","R01AD","R01AD09","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"CHEMBL1162","norethisterone","G","G03","G03A","G03AC","G03AC01","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE","Progestogens"
"CHEMBL1162","norethisterone","G","G03","G03D","G03DC","G03DC02","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","PROGESTOGENS","Estren derivatives"
"CHEMBL1163","atazanavir","J","J05","J05A","J05AE","J05AE08","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIVIRALS FOR SYSTEMIC USE","DIRECT ACTING ANTIVIRALS","Protease inhibitors"
"CHEMBL1164729","febuxostat","M","M04","M04A","M04AA","M04AA03","MUSCULO-SKELETAL SYSTEM","ANTIGOUT PREPARATIONS","ANTIGOUT PREPARATIONS","Preparations inhibiting uric acid production"
"CHEMBL1165","moexipril","C","C09","C09A","C09AA","C09AA13","CARDIOVASCULAR SYSTEM","AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM","ACE INHIBITORS, PLAIN","ACE inhibitors, plain"
"CHEMBL1165268","adipiodone","V","V08","V08A","V08AC","V08AC04","VARIOUS","CONTRAST MEDIA","X-RAY CONTRAST MEDIA, IODINATED","Watersoluble, hepatotropic X-ray contrast media"
"CHEMBL1165342","vincamine","C","C04","C04A","C04AX","C04AX07","CARDIOVASCULAR SYSTEM","PERIPHERAL VASODILATORS","PERIPHERAL VASODILATORS","Other peripheral vasodilators"
"CHEMBL1166","argatroban","B","B01","B01A","B01AE","B01AE03","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Direct thrombin inhibitors"
"CHEMBL1167","spectinomycin","J","J01","J01X","J01XX","J01XX04","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER ANTIBACTERIALS","Other antibacterials"
"CHEMBL11672","roquinimex","L","L03","L03A","L03AX","L03AX02","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","IMMUNOSTIMULANTS","IMMUNOSTIMULANTS","Other immunostimulants"
"CHEMBL1168","ramipril","C","C09","C09A","C09AA","C09AA05","CARDIOVASCULAR SYSTEM","AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM","ACE INHIBITORS, PLAIN","ACE inhibitors, plain"
"CHEMBL1169","4-aminosalicylic acid","J","J04","J04A","J04AA","J04AA01","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIMYCOBACTERIALS","DRUGS FOR TREATMENT OF TUBERCULOSIS","Aminosalicylic acid and derivatives"
"CHEMBL116943","pentetrazol, combinations","R","R07","R07A","R07AB","R07AB53","RESPIRATORY SYSTEM","OTHER RESPIRATORY SYSTEM PRODUCTS","OTHER RESPIRATORY SYSTEM PRODUCTS","Respiratory stimulants"
"CHEMBL116943","pentetrazol","R","R07","R07A","R07AB","R07AB03","RESPIRATORY SYSTEM","OTHER RESPIRATORY SYSTEM PRODUCTS","OTHER RESPIRATORY SYSTEM PRODUCTS","Respiratory stimulants"
"CHEMBL1170","testosterone","G","G03","G03B","G03BA","G03BA03","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","ANDROGENS","3-oxoandrosten (4) derivatives"
"CHEMBL1171837","ponatinib","L","L01","L01X","L01XE","L01XE24","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Protein kinase inhibitors"
"CHEMBL1172","desloratadine","R","R06","R06A","R06AX","R06AX27","RESPIRATORY SYSTEM","ANTIHISTAMINES FOR SYSTEMIC USE","ANTIHISTAMINES FOR SYSTEMIC USE","Other antihistamines for systemic use"
"CHEMBL117287","prucalopride","A","A06","A06A","A06AX","A06AX05","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR CONSTIPATION","DRUGS FOR CONSTIPATION","Other drugs for constipation"
"CHEMBL1173055","rucaparib","L","L01","L01X","L01XX","L01XX55","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Other antineoplastic agents"
"CHEMBL1173655","afatinib","L","L01","L01X","L01XE","L01XE13","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Protein kinase inhibitors"
"CHEMBL1174","eptifibatide","B","B01","B01A","B01AC","B01AC16","BLOOD AND BLOOD FORMING ORGANS","ANTITHROMBOTIC AGENTS","ANTITHROMBOTIC AGENTS","Platelet aggregation inhibitors excl. heparin"
"CHEMBL1175","duloxetine","N","N06","N06A","N06AX","N06AX21","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTIDEPRESSANTS","Other antidepressants"
"CHEMBL1177","pemoline","N","N06","N06B","N06BA","N06BA05","NERVOUS SYSTEM","PSYCHOANALEPTICS","PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS","Centrally acting sympathomimetics"
"CHEMBL117785","tetrabenazine","N","N07","N07X","N07XX","N07XX06","NERVOUS SYSTEM","OTHER NERVOUS SYSTEM DRUGS","OTHER NERVOUS SYSTEM DRUGS","Other nervous system drugs"
"CHEMBL1179047","chloroprocaine","N","N01","N01B","N01BA","N01BA04","NERVOUS SYSTEM","ANESTHETICS","ANESTHETICS, LOCAL","Esters of aminobenzoic acid"
"CHEMBL118","celecoxib","L","L01","L01X","L01XX","L01XX33","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","OTHER ANTINEOPLASTIC AGENTS","Other antineoplastic agents"
"CHEMBL118","celecoxib","M","M01","M01A","M01AH","M01AH01","MUSCULO-SKELETAL SYSTEM","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Coxibs"
"CHEMBL1180725","propantheline","A","A03","A03A","A03AB","A03AB05","ALIMENTARY TRACT AND METABOLISM","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS","Synthetic anticholinergics, quaternary ammonium compounds"
"CHEMBL1182210","benzethonium","R","R02","R02A","R02AA","R02AA09","RESPIRATORY SYSTEM","THROAT PREPARATIONS","THROAT PREPARATIONS","Antiseptics"
"CHEMBL1182743","rimazolium","N","N02","N02B","N02BG","N02BG02","NERVOUS SYSTEM","ANALGESICS","OTHER ANALGESICS AND ANTIPYRETICS","Other analgesics and antipyretics"
"CHEMBL1183605","cetrimonium","D","D08","D08A","D08AJ","D08AJ02","DERMATOLOGICALS","ANTISEPTICS AND DISINFECTANTS","ANTISEPTICS AND DISINFECTANTS","Quaternary ammonium compounds"
"CHEMBL1183605","cetrimonium","R","R02","R02A","R02AA","R02AA17","RESPIRATORY SYSTEM","THROAT PREPARATIONS","THROAT PREPARATIONS","Antiseptics"
"CHEMBL1183717","almitrine","R","R07","R07A","R07AB","R07AB07","RESPIRATORY SYSTEM","OTHER RESPIRATORY SYSTEM PRODUCTS","OTHER RESPIRATORY SYSTEM PRODUCTS","Respiratory stimulants"
"CHEMBL1184360","dimazole","D","D01","D01A","D01AE","D01AE17","DERMATOLOGICALS","ANTIFUNGALS FOR DERMATOLOGICAL USE","ANTIFUNGALS FOR TOPICAL USE","Other antifungals for topical use"
"CHEMBL1185","zolmitriptan","N","N02","N02C","N02CC","N02CC03","NERVOUS SYSTEM","ANALGESICS","ANTIMIGRAINE PREPARATIONS","Selective serotonin (5HT1) agonists"
"CHEMBL1186894","amrubicin","L","L01","L01D","L01DB","L01DB10","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES","Anthracyclines and related substances"
"CHEMBL1187011","domiphen","A","A01","A01A","A01AB","A01AB06","ALIMENTARY TRACT AND METABOLISM","STOMATOLOGICAL PREPARATIONS","STOMATOLOGICAL PREPARATIONS","Antiinfectives and antiseptics for local oral treatment"
"CHEMBL1187417","benzalkonium","R","R02","R02A","R02AA","R02AA16","RESPIRATORY SYSTEM","THROAT PREPARATIONS","THROAT PREPARATIONS","Antiseptics"
"CHEMBL1187417","benzalkonium","D","D08","D08A","D08AJ","D08AJ01","DERMATOLOGICALS","ANTISEPTICS AND DISINFECTANTS","ANTISEPTICS AND DISINFECTANTS","Quaternary ammonium compounds"
"CHEMBL1187417","benzalkonium","D","D09","D09A","D09AA","D09AA11","DERMATOLOGICALS","MEDICATED DRESSINGS","MEDICATED DRESSINGS","Medicated dressings with antiinfectives"
"CHEMBL1187694","quifenadine","R","R06","R06A","R06AX","R06AX31","RESPIRATORY SYSTEM","ANTIHISTAMINES FOR SYSTEMIC USE","ANTIHISTAMINES FOR SYSTEMIC USE","Other antihistamines for systemic use"
